265,1,500.00,43.00,1.00,0,0,0,0,0,0,0
268,1,690.00,80.00,2.00,0,0,0,1,0,0,0
278,1,695.00,60.00,2.00,0,0,0,1,1,0,1
279,1,880.00,88.00,3.00,0,0,0,1,0,0,0
221,1,600.00,65.00,2.00,0,0,1,1,0,0,0
251,0,510.00,55.00,2.00,1,0,0,0,0,0,0
256,1,799.00,70.00,2.00,0,0,0,1,0,0,0
266,1,1000.00,77.00,3.00,0,0,1,1,0,0,0
276,0,400.00,45.00,2.00,1,0,0,0,0,0,0
285,1,1640.00,150.00,4.00,0,0,0,0,0,0,0
287,0,550.00,65.00,2.00,1,0,0,0,0,0,0
299,1,875.00,67.00,3.00,0,0,0,0,0,0,0
303,1,860.00,0.00,0.00,0,0,0,1,0,0,0
313,1,550.00,55.00,2.00,0,0,0,0,0,0,0
226,0,450.00,45.00,1.00,0,0,0,0,0,0,0
227,1,540.00,38.00,1.00,0,0,0,1,0,0,0
228,1,550.00,43.00,1.50,0,0,0,0,0,0,0
229,1,495.00,30.00,1.00,0,0,0,1,0,0,0
230,1,590.00,50.00,1.50,0,0,0,1,0,0,0
231,1,572.00,40.00,1.00,0,0,1,1,1,0,0
232,1,380.00,25.00,1.00,0,1,0,1,0,0,0
233,1,400.00,40.00,1.00,0,0,0,0,0,0,0
262,1,380.00,25.00,1.00,0,1,0,1,0,0,0
264,0,400.00,51.00,2.00,1,0,0,0,0,0,0
269,1,1523.89,109.00,3.00,0,0,1,1,0,0,0
275,0,400.00,75.00,2.00,1,0,0,0,0,0,0
281,1,520.00,40.00,1.00,0,0,0,1,0,0,0
282,1,300.00,20.00,0.00,0,0,0,0,0,0,0
294,1,251.31,0.00,1.00,0,0,0,0,0,0,0
297,1,595.00,46.00,1.00,0,0,0,0,0,0,0
301,0,300.00,40.00,1.00,1,0,0,0,0,0,0
311,1,750.00,53.00,2.00,0,0,0,0,0,0,0
314,1,750.00,72.00,2.50,0,0,0,1,0,0,0
222,1,500.00,52.00,2.00,0,0,1,1,0,0,0
224,0,600.00,90.00,2.00,0,0,0,0,0,0,0
253,1,400.00,20.00,1.00,0,0,0,0,0,0,0
254,1,450.00,30.00,0.00,0,0,1,1,0,0,0
258,0,720.00,144.00,3.50,0,0,0,0,0,0,0
261,1,480.00,48.00,2.50,0,0,0,0,1,0,0
263,1,400.00,20.00,1.00,0,0,0,0,0,0,0
267,1,395.00,31.00,1.00,0,0,1,1,0,0,0
273,0,670.00,55.00,1.00,1,0,0,0,0,0,0
288,1,810.00,70.00,3.00,0,0,0,1,0,0,0
317,1,729.00,60.00,2.00,0,0,0,0,0,0,0
320,1,700.00,68.00,2.00,0,0,0,0,0,0,0
323,1,630.00,62.00,2.00,0,0,1,1,1,0,0
201,1,700.00,67.00,2.00,1,0,0,1,0,0,0
202,1,680.00,54.00,2.00,0,0,0,0,0,0,0
203,1,670.00,69.00,2.00,0,0,0,0,0,0,0
204,1,690.00,63.00,2.00,0,0,0,1,0,0,0
205,1,660.00,40.00,2.00,0,0,0,1,1,0,0
206,1,568.00,46.00,2.00,0,0,0,0,0,0,0
207,1,688.58,84.00,3.00,0,0,0,0,0,0,0
208,1,700.00,68.00,2.00,0,0,0,0,0,0,0
209,1,695.00,60.00,2.00,0,0,0,1,1,0,0
210,1,690.00,64.00,2.00,0,0,0,1,0,0,0
211,1,680.00,55.00,2.00,0,0,0,1,0,0,0
212,1,660.00,50.00,2.00,0,0,0,1,0,0,0
213,1,695.00,90.00,3.00,0,0,0,0,0,0,0
214,1,700.00,60.00,2.00,0,0,0,0,0,0,0
215,1,690.00,68.00,2.00,0,0,0,0,1,0,0
216,1,700.00,50.00,3.00,1,0,0,0,0,0,0
217,1,700.00,55.00,2.00,0,0,0,1,0,0,0
218,1,550.00,48.00,3.50,0,0,0,1,0,0,0
219,1,650.00,40.00,2.00,0,0,0,0,0,0,0
252,1,795.00,90.00,2.50,0,0,1,1,0,0,0
277,1,420.00,33.00,1.00,0,0,0,0,0,0,0
280,1,880.00,88.00,3.00,0,0,0,1,0,0,0
312,1,430.00,30.00,1.00,0,0,0,1,0,0,0
220,1,500.00,40.00,2.50,0,0,0,0,0,0,0
0,0,400.00,35.00,0.00,0,0,0,0,0,0,0
